2018-12-13 15:21:56.0014	1956840
2018-12-13 15:22:01.0372	4724248
2018-12-13 15:22:06.0445	4749460
2018-12-13 15:22:11.0471	4769068
2018-12-14 08:02:38.1117	3007724
2018-12-14 08:02:43.1273	3710652
2018-12-14 08:02:48.1339	3711148
2018-12-14 08:03:10.9532	1942372
2018-12-14 08:03:15.9758	2637688
2018-12-14 08:03:20.9785	2639956
2018-12-14 08:03:25.9811	2639956
2018-12-14 08:03:31.0008	2639956
2018-12-14 08:03:36.0044	2639968
2018-12-14 08:03:41.0091	2640524
2018-12-14 08:03:46.0117	2640512
2018-12-14 08:03:51.0144	2640512
2018-12-14 08:03:56.0170	2640512
2018-12-14 08:04:01.0207	2640512
2018-12-14 08:04:06.0244	2640512
2018-12-14 08:04:11.0290	2640512
2018-12-14 08:04:16.0317	2640512
2018-12-14 08:04:21.0383	2552228
2018-12-14 08:04:26.0410	2552228
2018-12-14 08:04:31.0436	2552228
2018-12-14 08:04:36.0453	2552228
2018-12-14 08:04:41.0499	2552228
2018-12-14 08:04:46.0546	2552228
2018-12-14 08:04:51.0563	2552240
2018-12-14 08:04:56.0609	2552240
2018-12-14 08:05:01.0656	2552228
2018-12-14 08:05:06.0692	2552240
2018-12-14 08:05:11.0729	2552440
2018-12-14 08:05:16.0745	2552452
2018-12-14 08:05:21.0782	2552440
2018-12-14 08:05:26.0819	2552440
2018-12-14 08:05:31.0955	2552440
2018-12-14 08:05:36.0991	2552440
2018-12-14 08:05:41.1028	2552440
2018-12-14 08:05:46.1054	2552440
2018-12-14 08:05:51.1091	2552440
2018-12-14 08:05:57.5280	2629032
2018-12-14 08:06:02.5316	2619652
2018-12-14 08:06:09.8322	2619684
2018-12-14 08:06:14.8398	2632908
2018-12-14 08:06:19.8425	2623252
2018-12-14 08:06:24.8471	2623252
2018-12-14 08:26:14.3628	3023940
2018-12-14 08:27:15.1981	3020600
2018-12-14 08:33:22.0361	3011804
2018-12-14 08:33:48.7189	1963140
2018-12-14 08:33:53.7305	2753352
2018-12-14 08:36:13.4967	1974936
2018-12-14 08:36:50.5239	1948008
2018-12-14 08:36:55.7320	4681036
2018-12-14 08:37:01.0877	4683768
2018-12-14 08:38:44.8340	1943788
2018-12-14 08:39:56.6882	1962316
2018-12-14 08:44:50.1759	3006720
2018-12-14 08:45:26.8709	1986944
2018-12-14 08:46:59.6160	1948324
2018-12-14 08:51:46.1688	1952620
2018-12-14 08:52:44.8908	1988860
2018-12-14 08:52:49.9054	2766912
2018-12-14 08:52:54.9081	2766924
2018-12-14 08:54:24.4599	1942236
2018-12-14 08:54:46.6697	1942048
2018-12-14 08:54:51.6871	2638536
2018-12-14 09:07:00.6940	1952632
2018-12-14 09:08:11.1915	1967472
2018-12-14 09:08:45.6486	1957932
2018-12-14 09:08:50.6636	2638552
2018-12-14 09:09:15.2438	1943124
2018-12-14 09:09:54.1695	1936816
2018-12-14 09:09:59.1831	2638500
2018-12-14 09:10:04.1856	2640768
2018-12-14 09:10:09.1882	2640792
2018-12-14 09:10:14.1916	2640780
2018-12-14 09:10:19.1987	2640780
2018-12-14 09:10:24.2160	2641336
